premise,hypothesis,label
طبق اصل ۱۷۷، مقام‏ رهبری‏ پس‏ از مشورت‏ با مجمع تشخیص‏ مصلحت‏ نظام‏ طی‏ حکمی‏ خطاب‏ به‏ رئیس‏ جمهور موارد اصلاح‏ یا تتمیم‏ قانون‏ اساسی‏ را به‏ شورای‏ بازنگری‏ قانون‏ اساسی‏ پیشنهاد می‏ کند.,مقام‏ رهبری‏ پس‏ از مشورت‏ با مجمع تشخیص‏ مصلحت‏ نظام‏ موارد اصلاح قانون اساسی را پیشنهاد می نماید.,e
اصل ۱۲۱: رئیس جمهور در مجلس شورای اسلامی در جلسه ای که با حضور رئیس قوه قضائیه و اعضای شورای نگهبان تشکیل می شود، پس از تنفیذ حکم، سوگند یاد می کند و سوگندنامه را امضا می نماید.,رئیس جمهور پس از تنفیذ حکم در مجلس شورای اسلامی اقدام به ادای سوگند می نماید.,e
مطابق با بند ۲۱۳ آیین نامه داخلی مجلس شورای اسلامی، به منظور تنظیم اصول و مفاد برنامه‌های توسعه کشور، پس از تقدیم لایحه مربوط توسط دولت به مجلس، کمیسیون تلفیق تشکیل می‌گردد.,کمیسیون تلفیق هنگام تنظیم برنامه های توسعه کشور تشکیل می شود.,e
اصل ۶ قانون اساسی: در جمهوری اسلامی ایران امور کشور باید به اتکاء آرای عمومی اداره شود، از راه انتخابات یا از راه همه پرسی.,مطابق قانون اساسی، امور کشور بر مبنای آرای عمومی اداره می گردد.,e
قانون اساسی مدون به قانونی گفته می شود که با تشریفات خاص به تصویب مجلس مؤسسان یا مجمع صلاحیت داری رسیده باشد.,قانون اساسی مدون به وسیله تشریفات خاص و با تصویب مرجعی صلاحیت دار به وجود می آید.,e
یکی از وظایف و اختیارات دیوان عدالت اداری، رسیدگی به شکایات قضات و کارمندان مشمول قانون استخدام کشوری و سایر مستخدمین واحدها و مؤسسات از حیث تضییع حقوق استخدامی است.,دیوان عدالت اداری مسئول رسیدگی به شکایات مشمولان استخدام کشوری است.,e
اغلب پارچه‌های به دست آمده از دوران اشکانی ایران از پشم است، بخشی از الیاف ابریشمین و پنبه ‌ای نیز در پارچه‌های این دوران یافت شده است,جنس بیشتر پارچه های اشکانی از پشم است.,e
کوه نمرود یا نمرود داغ واقع در شهرستان کاحتا در جنوب شرقی ترکیه قرار دارد. آرامگاه آنتیوخوس اول، از پادشاهان کوماژن، در اینجا قرار دارد. او با هدف نشان دادن منت و سپاس خود به درگاه خدایان و به پاس احترامی که برای اسب هایش قائل بود، در این مقبره، مجسمه های یادبود و کتیبه های بزرگ ساخته است.,تندیس های آرامگاه آنتیوخوس اول در کوه نمرود داغ شهر کاحتا است.,e
هیچ پدیده مدنی در این روزگار صحنه نبرد فرهنگی ایرانیان با اسکندریان را به اندازه میدان بسیار کوچک و یکی دو سانتی‌متر مربعی سکه‌های اشکانی به نمایش نمی‌گذارند. در این میدان کوچک تنها خط یونانی است که به سبب بی‌رونقی خط اشکانی نقشی چیره دارد.,صحنه نبرد فرهنگی ایرانیان با اسکندریان در سکه های اشکانیان کاملا مشخص است.,e
مری بویس جزو مدافعان سرسخت دیدگاه تأثیرپذیری یهودیت از دین زرتشت بوده است. او در کتاب تاریخ کیش زرتشت، می نویسد یهودیان و پیروان موسی اولین مردمانی بودند که بیشترین تأثیرات را از دین زرتشتی گرفتند.,به نوشته خانم بویس، بیشترین تاثیر را بر دین موسی، آیین زرتشت گذاشته است.,e
معبد آناهیتا بنای تاریخی در شهر کنگاور است که در میانه راه همدان به کرمانشاه و بر سر راه تاریخی هگمتانه تیسفون قرار گرفته‌است. بیشتر عناصر موجود در معماری آن مربوط به دوران هخامنشی است.,پرستشگاه آناهیتا در کنگاور بیشتر معماری زمان هخامنشی را نشان میدهد.,e
ترسناک ترین یگان های ارتش اشکانی دارای درفش اژدها بود به گونه ای که اژدها را به پرچم متصل می کردند تا ظاهری خوفناک به صفوف جنگی خود برابر دشمن دهند. این پرچم ها را از جنسی سبک می ساختند تا هنگام وزش باد مانند مارهایی بسیار بزرگ به جنبش در آیند .,یکی از شگردهای اشکانیان برای ایجاد وحشت در دل دشمن استفاده از پرچم با تصویر اژدها بود.,e
رومیان بخشی از ارمنستان را فتح کردند و به آدیابنه حمله کردند و شاهک آدیابنه از بلاش دوم کمک خواست. بلاش دوم موفق شد با دردسرهای بسیار رومیان را شکست سختی دهد و صلح برقرار شد از این پس این شهر تحت نفود حکومت اشکانیان درآمد.,آدیابنه در زمان بلاش دوم اشکانی تحت نفوذ این حکومت در آمد.,e
تراجان امپراتور روم به ارمنستان حمله کرد و با نیرنگ و بدون درگیری ارمنستان را از اشکانیان گرفت و در اواخر سال ۱۱۴ به‌سوی بین‌النهرین سرازیر شد و سرزمین‌های او سروئنه، گوردین و آدیابنه و دیگر سرزمین‌های بین‌النهرین را به‌فرمان خود درآورد و همین باعث شد که از سنای روم عنوان «فاتح پارت» را دریافت کند.,عنوان فاتح پارت در پی مساله فتح ارمنستان و بین النحرین به تراجان داده شد.,e
پس از کشته شدن ارود، اشکانیان از آگوستوس ، قیصر روم درخواست کردند تا پسر ارشد فرهاد چهارم که ونن اول نام داشت را به ایران برگردانند تا پادشاه شود. وی که بیشتر عمر خود را در روم سپری کرده بود، با آداب ورسوم رومیان پرورش یافته و به مانند آنها زندگی میکرد و از آیین ورسم های ایرانی اطلاعی نداشت.,ونن اول از شاهزادگان اشکانی به علت اقامت در روم خلق و خوی رومی داشت.,e
شیوه مخصوص نبرد اشکانیان و به خصوص سواران سبک ‌اسلحه ایشان شیوه جنگ و گریز بود. اگر دشمن ایشان را تعقیب می‌کرد یا فشار خود را بیشتر می‌کرد نیزه‌داران اشکانی از مقابل آن‌ها گریخته، صفوف خود را می‌گستردند و شاخه شاخه می‌شدند. این کار دشمن را تحریک به تعقیب کردن آن‌ها می‌کرد و دشمن به ناچار در جهات مختلف به دنبال آن‌ها می‌تاخت.,شیوه خاص نبرد اشکانیان شیوه جنگ و گریز بود.,e
